'H','M'
'-9,97E+02','-1,48E+02'
'-9,50E+02','-1,48E+02'
'-8,98E+02','-1,47E+02'
'-8,48E+02','-1,48E+02'
'-7,98E+02','-1,48E+02'
'-7,48E+02','-1,48E+02'
'-6,98E+02','-1,48E+02'
'-6,48E+02','-1,48E+02'
'-5,98E+02','-1,49E+02'
'-5,48E+02','-1,49E+02'
'-4,98E+02','-1,49E+02'
'-4,78E+02','-1,49E+02'
'-4,58E+02','-1,49E+02'
'-4,38E+02','-1,49E+02'
'-4,18E+02','-1,49E+02'
'-3,98E+02','-1,49E+02'
'-3,78E+02','-1,49E+02'
'-3,59E+02','-1,49E+02'
'-3,39E+02','-1,49E+02'
'-3,18E+02','-1,49E+02'
'-2,98E+02','-1,49E+02'
'-2,78E+02','-1,49E+02'
'-2,58E+02','-1,49E+02'
'-2,38E+02','-1,49E+02'
'-2,18E+02','-1,49E+02'
'-1,98E+02','-1,48E+02'
'-1,88E+02','-1,48E+02'
'-1,78E+02','-1,48E+02'
'-1,68E+02','-1,49E+02'
'-1,58E+02','-1,48E+02'
'-1,48E+02','-1,49E+02'
'-1,38E+02','-1,48E+02'
'-1,28E+02','-1,48E+02'
'-1,18E+02','-1,48E+02'
'-1,08E+02','-1,48E+02'
'-9,80E+01','-1,48E+02'
'-9,60E+01','-1,48E+02'
'-9,60E+01','-1,48E+02'
'-9,20E+01','-1,48E+02'
'-9,00E+01','-1,48E+02'
'-8,90E+01','-1,48E+02'
'-8,60E+01','-1,48E+02'
'-8,60E+01','-1,48E+02'
'-8,10E+01','-1,48E+02'
'-8,20E+01','-1,47E+02'
'-7,70E+01','-1,47E+02'
'-7,50E+01','-1,47E+02'
'-7,30E+01','-1,47E+02'
'-7,10E+01','-1,47E+02'
'-6,90E+01','-1,47E+02'
'-6,70E+01','-1,47E+02'
'-6,50E+01','-1,47E+02'
'-6,30E+01','-1,47E+02'
'-6,10E+01','-1,47E+02'
'-5,90E+01','-1,47E+02'
'-5,70E+01','-1,47E+02'
'-5,50E+01','-1,47E+02'
'-5,30E+01','-1,47E+02'
'-5,10E+01','-1,47E+02'
'-4,90E+01','-1,47E+02'
'-4,70E+01','-1,47E+02'
'-4,50E+01','-1,47E+02'
'-4,30E+01','-1,46E+02'
'-4,10E+01','-1,46E+02'
'-4,00E+01','-1,46E+02'
'-3,70E+01','-1,46E+02'
'-3,50E+01','-1,46E+02'
'-3,30E+01','-1,46E+02'
'-3,10E+01','-1,46E+02'
'-2,90E+01','-1,46E+02'
'-2,70E+01','-1,46E+02'
'-2,50E+01','-1,46E+02'
'-2,30E+01','-1,45E+02'
'-2,10E+01','-1,45E+02'
'-1,90E+01','-1,45E+02'
'-1,80E+01','-1,45E+02'
'-1,50E+01','-1,45E+02'
'-1,30E+01','-1,44E+02'
'-1,10E+01','-1,45E+02'
'-9,00E+00','-1,44E+02'
'-7,00E+00','-1,44E+02'
'-5,00E+00','-1,44E+02'
'-3,00E+00','-1,43E+02'
'-1,00E+00','-1,43E+02'
'0,00E+00','-1,43E+02'
'0,00E+00','-1,43E+02'
'2,00E+00','-1,42E+02'
'4,00E+00','-1,42E+02'
'6,00E+00','-1,42E+02'
'8,00E+00','-1,42E+02'
'1,00E+01','-1,41E+02'
'1,20E+01','-1,41E+02'
'1,40E+01','-1,40E+02'
'1,60E+01','-1,39E+02'
'1,80E+01','1,14E+02'
'2,00E+01','1,30E+02'
'2,20E+01','1,36E+02'
'2,40E+01','1,38E+02'
'2,60E+01','1,39E+02'
'2,80E+01','1,40E+02'
'3,00E+01','1,40E+02'
'3,20E+01','1,41E+02'
'3,40E+01','1,41E+02'
'3,60E+01','1,42E+02'
'3,80E+01','1,42E+02'
'4,00E+01','1,42E+02'
'4,20E+01','1,43E+02'
'4,40E+01','1,43E+02'
'4,60E+01','1,43E+02'
'4,80E+01','1,43E+02'
'5,00E+01','1,43E+02'
'5,20E+01','1,44E+02'
'5,40E+01','1,44E+02'
'5,60E+01','1,44E+02'
'5,80E+01','1,44E+02'
'6,00E+01','1,44E+02'
'6,20E+01','1,44E+02'
'6,40E+01','1,44E+02'
'6,60E+01','1,44E+02'
'6,80E+01','1,45E+02'
'7,00E+01','1,45E+02'
'7,20E+01','1,45E+02'
'7,40E+01','1,45E+02'
'7,60E+01','1,45E+02'
'7,80E+01','1,45E+02'
'8,00E+01','1,45E+02'
'8,20E+01','1,45E+02'
'8,40E+01','1,45E+02'
'8,60E+01','1,45E+02'
'8,80E+01','1,45E+02'
'9,00E+01','1,46E+02'
'9,20E+01','1,46E+02'
'9,40E+01','1,46E+02'
'9,60E+01','1,46E+02'
'9,80E+01','1,46E+02'
'1,00E+02','1,46E+02'
'1,09E+02','1,46E+02'
'1,20E+02','1,47E+02'
'1,30E+02','1,47E+02'
'1,39E+02','1,47E+02'
'1,49E+02','1,47E+02'
'1,59E+02','1,47E+02'
'1,69E+02','1,47E+02'
'1,79E+02','1,47E+02'
'1,89E+02','1,48E+02'
'1,99E+02','1,48E+02'
'2,19E+02','1,48E+02'
'2,39E+02','1,48E+02'
'2,59E+02','1,48E+02'
'2,79E+02','1,48E+02'
'2,99E+02','1,48E+02'
'3,19E+02','1,49E+02'
'3,39E+02','1,48E+02'
'3,59E+02','1,49E+02'
'3,79E+02','1,49E+02'
'3,99E+02','1,49E+02'
'4,19E+02','1,49E+02'
'4,39E+02','1,49E+02'
'4,59E+02','1,49E+02'
'4,79E+02','1,49E+02'
'4,99E+02','1,49E+02'
'5,48E+02','1,49E+02'
'5,99E+02','1,49E+02'
'6,48E+02','1,49E+02'
'6,98E+02','1,49E+02'
'7,49E+02','1,48E+02'
'7,99E+02','1,49E+02'
'8,49E+02','1,48E+02'
'8,99E+02','1,49E+02'
'9,49E+02','1,49E+02'
'9,99E+02','1,48E+02'
'9,49E+02','1,48E+02'
'8,99E+02','1,49E+02'
'8,49E+02','1,49E+02'
'7,99E+02','1,49E+02'
'7,49E+02','1,49E+02'
'6,99E+02','1,49E+02'
'6,49E+02','1,49E+02'
'5,99E+02','1,49E+02'
'5,49E+02','1,49E+02'
'4,99E+02','1,49E+02'
'4,80E+02','1,49E+02'
'4,59E+02','1,49E+02'
'4,40E+02','1,49E+02'
'4,20E+02','1,49E+02'
'4,00E+02','1,49E+02'
'3,80E+02','1,49E+02'
'3,60E+02','1,49E+02'
'3,40E+02','1,49E+02'
'3,20E+02','1,49E+02'
'2,99E+02','1,49E+02'
'2,80E+02','1,49E+02'
'2,60E+02','1,49E+02'
'2,39E+02','1,49E+02'
'2,19E+02','1,49E+02'
'2,00E+02','1,49E+02'
'1,90E+02','1,49E+02'
'1,80E+02','1,49E+02'
'1,69E+02','1,49E+02'
'1,60E+02','1,49E+02'
'1,50E+02','1,49E+02'
'1,40E+02','1,49E+02'
'1,30E+02','1,49E+02'
'1,20E+02','1,49E+02'
'1,10E+02','1,48E+02'
'1,00E+02','1,48E+02'
'9,80E+01','1,48E+02'
'9,60E+01','1,48E+02'
'9,40E+01','1,48E+02'
'9,20E+01','1,48E+02'
'9,00E+01','1,48E+02'
'8,80E+01','1,48E+02'
'8,60E+01','1,48E+02'
'8,40E+01','1,48E+02'
'8,20E+01','1,48E+02'
'8,00E+01','1,48E+02'
'7,80E+01','1,48E+02'
'7,60E+01','1,48E+02'
'7,40E+01','1,48E+02'
'7,20E+01','1,48E+02'
'7,00E+01','1,48E+02'
'6,80E+01','1,47E+02'
'6,60E+01','1,47E+02'
'6,40E+01','1,47E+02'
'6,20E+01','1,47E+02'
'6,00E+01','1,47E+02'
'5,80E+01','1,47E+02'
'5,60E+01','1,47E+02'
'5,40E+01','1,47E+02'
'5,20E+01','1,47E+02'
'5,00E+01','1,47E+02'
'4,80E+01','1,47E+02'
'4,60E+01','1,47E+02'
'4,40E+01','1,47E+02'
'4,20E+01','1,47E+02'
'4,00E+01','1,47E+02'
'3,80E+01','1,47E+02'
'3,60E+01','1,47E+02'
'3,40E+01','1,46E+02'
'3,20E+01','1,46E+02'
'3,00E+01','1,46E+02'
'2,80E+01','1,46E+02'
'2,60E+01','1,46E+02'
'2,40E+01','1,46E+02'
'2,20E+01','1,46E+02'
'2,00E+01','1,46E+02'
'1,80E+01','1,45E+02'
'1,70E+01','1,45E+02'
'1,40E+01','1,45E+02'
'1,20E+01','1,45E+02'
'1,00E+01','1,45E+02'
'8,00E+00','1,45E+02'
'6,00E+00','1,44E+02'
'4,00E+00','1,44E+02'
'3,00E+00','1,44E+02'
'0,00E+00','1,44E+02'
'0,00E+00','1,43E+02'
'-1,00E+00','1,43E+02'
'-3,00E+00','1,43E+02'
'-5,00E+00','1,42E+02'
'-7,00E+00','1,42E+02'
'-9,00E+00','1,41E+02'
'-1,10E+01','1,41E+02'
'-1,30E+01','-1,05E+02'
'-1,50E+01','-1,34E+02'
'-1,70E+01','-1,36E+02'
'-1,90E+01','-1,38E+02'
'-2,10E+01','-1,39E+02'
'-2,30E+01','-1,39E+02'
'-2,50E+01','-1,40E+02'
'-2,70E+01','-1,40E+02'
'-2,90E+01','-1,41E+02'
'-3,10E+01','-1,41E+02'
'-3,30E+01','-1,42E+02'
'-3,50E+01','-1,42E+02'
'-3,70E+01','-1,42E+02'
'-3,90E+01','-1,43E+02'
'-4,10E+01','-1,43E+02'
'-4,30E+01','-1,43E+02'
'-4,50E+01','-1,43E+02'
'-4,70E+01','-1,43E+02'
'-4,90E+01','-1,44E+02'
'-5,20E+01','-1,43E+02'
'-5,30E+01','-1,44E+02'
'-5,50E+01','-1,44E+02'
'-5,70E+01','-1,44E+02'
'-5,90E+01','-1,44E+02'
'-6,10E+01','-1,44E+02'
'-6,30E+01','-1,44E+02'
'-6,50E+01','-1,45E+02'
'-6,70E+01','-1,45E+02'
'-6,90E+01','-1,45E+02'
'-7,10E+01','-1,45E+02'
'-7,30E+01','-1,45E+02'
'-7,50E+01','-1,45E+02'
'-7,70E+01','-1,45E+02'
'-7,90E+01','-1,45E+02'
'-8,10E+01','-1,45E+02'
'-8,30E+01','-1,45E+02'
'-8,50E+01','-1,45E+02'
'-8,70E+01','-1,45E+02'
'-8,90E+01','-1,46E+02'
'-9,10E+01','-1,45E+02'
'-9,30E+01','-1,46E+02'
'-9,50E+01','-1,46E+02'
'-9,70E+01','-1,45E+02'
'-1,07E+02','-1,46E+02'
'-1,17E+02','-1,46E+02'
'-1,27E+02','-1,46E+02'
'-1,37E+02','-1,47E+02'
'-1,47E+02','-1,47E+02'
'-1,57E+02','-1,47E+02'
'-1,67E+02','-1,47E+02'
'-1,77E+02','-1,47E+02'
'-1,87E+02','-1,47E+02'
'-1,97E+02','-1,47E+02'
'-2,17E+02','-1,47E+02'
'-2,37E+02','-1,47E+02'
'-2,57E+02','-1,47E+02'
'-2,77E+02','-1,48E+02'
'-2,97E+02','-1,48E+02'
'-3,17E+02','-1,48E+02'
'-3,37E+02','-1,48E+02'
'-3,57E+02','-1,48E+02'
'-3,77E+02','-1,48E+02'
'-3,97E+02','-1,48E+02'
'-4,17E+02','-1,48E+02'
'-4,37E+02','-1,48E+02'
'-4,58E+02','-1,48E+02'
'-4,77E+02','-1,48E+02'
'-4,98E+02','-1,48E+02'
'-5,47E+02','-1,48E+02'
'-5,97E+02','-1,48E+02'
'-6,47E+02','-1,48E+02'
'-6,97E+02','-1,48E+02'
'-7,47E+02','-1,48E+02'
'-7,97E+02','-1,48E+02'
'-8,47E+02','-1,48E+02'
'-8,97E+02','-1,48E+02'
'-9,47E+02','-1,47E+02'
'-9,97E+02','-1,47E+02'
